part_id,owner,category,material,quantity,candidate_part_number,thread,length_mm,fastener_form,CAD_envelope_mm,action,STEP,STL,note
waist_yaw_M_PCB_edge_saddle_0,pelvis,打印,frame,1,,,,,2.0 x 4.0 x 15.4,PLA 候选，按随件 STL 和切片复核要求,parts/waist_yaw_M_PCB_edge_saddle_0.step,print_candidates/waist_yaw_M_PCB_edge_saddle_0.stl,
waist_yaw_M_PCB_edge_cap_0,pelvis,加工塑料,nylon,1,,,,,0.8 x 4.0 x 15.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/waist_yaw_M_PCB_edge_cap_0.step,,
waist_yaw_M_PCB_M2x6_0,pelvis,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_yaw_M_PCB_M2x6_0.step,,
waist_yaw_M_board_post_1,pelvis,加工金属,brass,1,,,,,3.5 x 4.041 x 18.721,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_yaw_M_board_post_1.step,,Custom AF3.5 male/female M2 spacer; 2.5 mm nominal engagement in metal eye
waist_yaw_M_PCB_edge_saddle_1,pelvis,打印,frame,1,,,,,2.0 x 4.0 x 15.4,PLA 候选，按随件 STL 和切片复核要求,parts/waist_yaw_M_PCB_edge_saddle_1.step,print_candidates/waist_yaw_M_PCB_edge_saddle_1.stl,
waist_yaw_M_PCB_edge_cap_1,pelvis,加工塑料,nylon,1,,,,,0.8 x 4.0 x 15.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/waist_yaw_M_PCB_edge_cap_1.step,,
waist_yaw_M_PCB_M2x6_1,pelvis,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_yaw_M_PCB_M2x6_1.step,,
waist_yaw_M_pcb_AS5048A,pelvis,PCBA内含,pcb_component,1,,,,,1.0 x 5.0 x 6.4,按电子板成套，不按机械实体重复采购,parts/waist_yaw_M_pcb_AS5048A.step,,actual_KiCad_STEP
waist_yaw_M_pcb_C1,pelvis,PCBA内含,pcb_component,1,,,,,0.8 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/waist_yaw_M_pcb_C1.step,,actual_KiCad_STEP
waist_yaw_M_pcb_C2,pelvis,PCBA内含,pcb_component,1,,,,,1.05 x 1.45 x 2.3,按电子板成套，不按机械实体重复采购,parts/waist_yaw_M_pcb_C2.step,,"Murata GRM219R61E106KA12D 10 uF 25 V X5R, max .95 mm body + .10 mm solder seating allocation"
waist_yaw_M_pcb_R1,pelvis,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/waist_yaw_M_pcb_R1.step,,actual_KiCad_STEP
waist_yaw_M_pcb_R2,pelvis,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/waist_yaw_M_pcb_R2.step,,actual_KiCad_STEP
waist_yaw_M_pcb_board,pelvis,PCBA内含,pcb,1,,,,,0.91 x 10.0 x 12.0,按电子板成套，不按机械实体重复采购,parts/waist_yaw_M_pcb_board.step,,actual_KiCad_STEP
waist_yaw_M_pcb_J1_dimension_envelope,pelvis,PCBA内含,pcb_component,1,,,,,3.3 x 9.4 x 9.6,按电子板成套，不按机械实体重复采购,parts/waist_yaw_M_pcb_J1_dimension_envelope.step,,"JST SM06B-SRSS-TB side-entry SH6, conservative 9.4 x9.6 x3.3 mm mated plug allocation; cable bend remains a separate harness requirement"
waist_pitch_M_fixed_metal_eye,waist.yaw_frame,加工金属,aluminum_7075,1,,,,,4.0 x 42.0 x 48.172,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_pitch_M_fixed_metal_eye.step,,"Machined 6061-T6 eye; 2 x M3 tapped mounting holes; friction lining reacts into this eye; integral angular travel guards reacting directly into bearing eye; D14.50 x0.85 upper retaining counterbore, flat Z3.15; two M2 tapped upper reaction mounts and shallow countersink runout"
waist_pitch_M_radial_bush,waist.yaw_frame,加工塑料,pom,1,,,,,2.8 x 14.4 x 14.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/waist_pitch_M_radial_bush.step,,"D6 journal +0.06 mm nominal diametral clearance; not part of axial preload loop; D14.40 x0.70 flange at Z3.20..3.90, captured below thrust washer Z4.00; 0.15 total nominal axial float"
waist_pitch_M_friction_lining,waist.yaw_frame,加工塑料,peek,1,,,,,1.0 x 36.0 x 37.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/waist_pitch_M_friction_lining.step,,"1 mm replaceable lining with positive edge tabs; friction coefficient is an untested assumption; unfilled machined PEEK candidate, dry contact; actual torque and creep must be qualified"
waist_pitch_M_flanged_rotor_shaft,waist.pitch_frame,加工金属,aluminum_7075,1,,,,,21.976 x 38.0 x 41.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_pitch_M_flanged_rotor_shaft.step,,"Integral D6 drive, journal and friction flange; blind M3 end thread and M2 radial retention; no threaded running surface; integral load-bearing flange stop tab; magnetic cup is not a stop; extended D-flat above bearing Z4 drives upper pressure plate; journal below Z3.9 remains round; D8/flat3.5 output below flange, D6 journal preserved; 7075-T6 material candidate; radial M2 pilot retained"
waist_pitch_M_thrust_wear_washer,waist.yaw_frame,加工金属,steel_17_4,1,,,,,1.5 x 25.0 x 34.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_pitch_M_thrust_wear_washer.step,,"Custom removable ground 17-4PH H900 reaction washer, 1 mm web and keyed upper PEEK pocket; captures radial bush flange below Z4"
waist_pitch_M_spring_seat,waist.pitch_frame,加工金属,steel_17_4,1,,,,,1.85 x 22.0 x 22.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_pitch_M_spring_seat.step,,"Ground 17-4PH H900 pressure plate with 1.85 mm deep D6 hub; 0.2 mm radial gap to reaction washer, lower hub clear of POM flange"
waist_pitch_M_disc_spring_0_0,waist.pitch_frame,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/waist_pitch_M_disc_spring_0_0.step,,"SCHNORR 002200, three nested in each of two opposed groups; nominal 1656 N at catalog test height"
waist_pitch_M_disc_spring_0_1,waist.pitch_frame,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/waist_pitch_M_disc_spring_0_1.step,,"SCHNORR 002200, three nested in each of two opposed groups; nominal 1656 N at catalog test height"
waist_pitch_M_disc_spring_0_2,waist.pitch_frame,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/waist_pitch_M_disc_spring_0_2.step,,"SCHNORR 002200, three nested in each of two opposed groups; nominal 1656 N at catalog test height"
waist_pitch_M_disc_spring_1_0,waist.pitch_frame,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/waist_pitch_M_disc_spring_1_0.step,,"SCHNORR 002200, three nested in each of two opposed groups; nominal 1656 N at catalog test height"
waist_pitch_M_disc_spring_1_1,waist.pitch_frame,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/waist_pitch_M_disc_spring_1_1.step,,"SCHNORR 002200, three nested in each of two opposed groups; nominal 1656 N at catalog test height"
waist_pitch_M_disc_spring_1_2,waist.pitch_frame,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/waist_pitch_M_disc_spring_1_2.step,,"SCHNORR 002200, three nested in each of two opposed groups; nominal 1656 N at catalog test height"
waist_pitch_M_D_stop_cap,waist.pitch_frame,加工金属,aluminum,1,,,,,3.0 x 12.4 x 13.6,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_pitch_M_D_stop_cap.step,,Metal shoulder fixes nominal spring height; actual preload requires selected shims and a physical torque test
waist_pitch_M_M3x8_button_retainer,waist.pitch_frame,采购紧固件,titanium,1,SSB-M3-8-TI5,M3,8,button_head,5.7 x 5.7 x 9.65,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_pitch_M_M3x8_button_retainer.step,,Accu SSB-M3-8-TI5 nominal head envelope; thread and bearing stress unqualified
waist_pitch_M_keyed_magnet_cup,waist.pitch_frame,加工金属,aluminum,1,,,,,7.55 x 16.4 x 16.4,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_pitch_M_keyed_magnet_cup.step,,External D key transmits angle; 0.05 mm nominal fit and two radial brass retainers
waist_pitch_M_cup_M2x4_0,waist.pitch_frame,采购紧固件,brass,1,,M2,4,screw_head_to_drawing,2.0 x 2.0 x 4.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_pitch_M_cup_M2x4_0.step,,Thread envelope; slotted brass M2x4
waist_pitch_M_cup_M2x4_1,waist.pitch_frame,采购紧固件,brass,1,,M2,4,screw_head_to_drawing,2.0 x 2.0 x 4.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_pitch_M_cup_M2x4_1.step,,Thread envelope; slotted brass M2x4
waist_pitch_M_diametric_magnet_6x2p5,waist.pitch_frame,采购标准件,magnet,1,AS5000-MD6H-2,,,,2.5 x 6.0 x 6.0,AS5000-MD6H-2 候选，Ø6×2.5 径向充磁，逐件核对磁场,parts/waist_pitch_M_diametric_magnet_6x2p5.step,,Diametric magnet; magnetic field and interference require bench qualification
waist_pitch_M_magnet_keeper,waist.pitch_frame,打印,frame,1,,,,,2.7 x 19.2 x 19.2,PLA 候选，按随件 STL 和切片复核要求,parts/waist_pitch_M_magnet_keeper.step,print_candidates/waist_pitch_M_magnet_keeper.stl,"1.2 mm radial wall, 0.20 mm nominal radial fit allowance, 0.8 mm face; mechanical retention outside sensor air gap"
waist_pitch_M_keeper_M2x3_0,waist.pitch_frame,采购紧固件,brass,1,,M2,3,screw_head_to_drawing,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_pitch_M_keeper_M2x3_0.step,,Slotted brass M2x3 thread envelope
waist_pitch_M_keeper_M2x3_1,waist.pitch_frame,采购紧固件,brass,1,,M2,3,screw_head_to_drawing,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_pitch_M_keeper_M2x3_1.step,,Slotted brass M2x3 thread envelope
waist_pitch_M_D_output_cleat,waist.pitch_frame,加工金属,aluminum_7075,1,,,,,4.95 x 19.0 x 33.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_pitch_M_D_output_cleat.step,,"Two M3 attachment bores; drive on D-flat, axial retention by radial M2 into shaft; enlarged D8 output bore matches strengthened high-load shaft"
waist_pitch_M_output_M2x6,waist.pitch_frame,采购紧固件,brass,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_pitch_M_output_M2x6.step,,Nominal M2x6 radial retainer; install before connecting distal segment
waist_pitch_M_board_post_0,waist.yaw_frame,加工金属,brass,1,,,,,3.5 x 4.041 x 18.721,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_pitch_M_board_post_0.step,,Custom AF3.5 male/female M2 spacer; 2.5 mm nominal engagement in metal eye
waist_pitch_M_PCB_edge_saddle_0,waist.yaw_frame,打印,frame,1,,,,,2.0 x 4.0 x 15.4,PLA 候选，按随件 STL 和切片复核要求,parts/waist_pitch_M_PCB_edge_saddle_0.step,print_candidates/waist_pitch_M_PCB_edge_saddle_0.stl,
waist_pitch_M_PCB_edge_cap_0,waist.yaw_frame,加工塑料,nylon,1,,,,,0.8 x 4.0 x 15.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/waist_pitch_M_PCB_edge_cap_0.step,,
waist_pitch_M_PCB_M2x6_0,waist.yaw_frame,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_pitch_M_PCB_M2x6_0.step,,
waist_pitch_M_board_post_1,waist.yaw_frame,加工金属,brass,1,,,,,3.5 x 4.041 x 18.721,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_pitch_M_board_post_1.step,,Custom AF3.5 male/female M2 spacer; 2.5 mm nominal engagement in metal eye
waist_pitch_M_PCB_edge_saddle_1,waist.yaw_frame,打印,frame,1,,,,,2.0 x 4.0 x 15.4,PLA 候选，按随件 STL 和切片复核要求,parts/waist_pitch_M_PCB_edge_saddle_1.step,print_candidates/waist_pitch_M_PCB_edge_saddle_1.stl,
waist_pitch_M_PCB_edge_cap_1,waist.yaw_frame,加工塑料,nylon,1,,,,,0.8 x 4.0 x 15.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/waist_pitch_M_PCB_edge_cap_1.step,,
waist_pitch_M_PCB_M2x6_1,waist.yaw_frame,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_pitch_M_PCB_M2x6_1.step,,
waist_pitch_M_pcb_AS5048A,waist.yaw_frame,PCBA内含,pcb_component,1,,,,,1.0 x 5.0 x 6.4,按电子板成套，不按机械实体重复采购,parts/waist_pitch_M_pcb_AS5048A.step,,actual_KiCad_STEP
waist_pitch_M_pcb_C1,waist.yaw_frame,PCBA内含,pcb_component,1,,,,,0.8 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/waist_pitch_M_pcb_C1.step,,actual_KiCad_STEP
waist_pitch_M_pcb_C2,waist.yaw_frame,PCBA内含,pcb_component,1,,,,,1.05 x 1.45 x 2.3,按电子板成套，不按机械实体重复采购,parts/waist_pitch_M_pcb_C2.step,,"Murata GRM219R61E106KA12D 10 uF 25 V X5R, max .95 mm body + .10 mm solder seating allocation"
waist_pitch_M_pcb_R1,waist.yaw_frame,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/waist_pitch_M_pcb_R1.step,,actual_KiCad_STEP
waist_pitch_M_pcb_R2,waist.yaw_frame,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/waist_pitch_M_pcb_R2.step,,actual_KiCad_STEP
waist_pitch_M_pcb_board,waist.yaw_frame,PCBA内含,pcb,1,,,,,0.91 x 10.0 x 12.0,按电子板成套，不按机械实体重复采购,parts/waist_pitch_M_pcb_board.step,,actual_KiCad_STEP
waist_pitch_M_pcb_J1_dimension_envelope,waist.yaw_frame,PCBA内含,pcb_component,1,,,,,3.3 x 9.4 x 9.6,按电子板成套，不按机械实体重复采购,parts/waist_pitch_M_pcb_J1_dimension_envelope.step,,"JST SM06B-SRSS-TB side-entry SH6, conservative 9.4 x9.6 x3.3 mm mated plug allocation; cable bend remains a separate harness requirement"
waist_roll_M_fixed_metal_eye,waist.pitch_frame,加工金属,aluminum_7075,1,,,,,4.0 x 42.0 x 46.5,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_roll_M_fixed_metal_eye.step,,"Machined 6061-T6 eye; 2 x M3 tapped mounting holes; friction lining reacts into this eye; integral angular travel guards reacting directly into bearing eye; D14.50 x0.85 upper retaining counterbore, flat Z3.15; two M2 tapped upper reaction mounts and shallow countersink runout"
waist_roll_M_radial_bush,waist.pitch_frame,加工塑料,pom,1,,,,,2.8 x 14.4 x 14.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/waist_roll_M_radial_bush.step,,"D6 journal +0.06 mm nominal diametral clearance; not part of axial preload loop; D14.40 x0.70 flange at Z3.20..3.90, captured below thrust washer Z4.00; 0.15 total nominal axial float"
waist_roll_M_friction_lining,waist.pitch_frame,加工塑料,peek,1,,,,,1.0 x 36.0 x 37.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/waist_roll_M_friction_lining.step,,"1 mm replaceable lining with positive edge tabs; friction coefficient is an untested assumption; unfilled machined PEEK candidate, dry contact; actual torque and creep must be qualified"
waist_roll_M_flanged_rotor_shaft,waist,加工金属,aluminum_7075,1,,,,,21.976 x 38.0 x 41.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_roll_M_flanged_rotor_shaft.step,,"Integral D6 drive, journal and friction flange; blind M3 end thread and M2 radial retention; no threaded running surface; integral load-bearing flange stop tab; magnetic cup is not a stop; extended D-flat above bearing Z4 drives upper pressure plate; journal below Z3.9 remains round; D8/flat3.5 output below flange, D6 journal preserved; 7075-T6 material candidate; radial M2 pilot retained"
waist_roll_M_thrust_wear_washer,waist.pitch_frame,加工金属,steel_17_4,1,,,,,1.5 x 25.0 x 34.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_roll_M_thrust_wear_washer.step,,"Custom removable ground 17-4PH H900 reaction washer, 1 mm web and keyed upper PEEK pocket; captures radial bush flange below Z4"
waist_roll_M_spring_seat,waist,加工金属,steel_17_4,1,,,,,1.85 x 22.0 x 22.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_roll_M_spring_seat.step,,"Ground 17-4PH H900 pressure plate with 1.85 mm deep D6 hub; 0.2 mm radial gap to reaction washer, lower hub clear of POM flange"
waist_roll_M_disc_spring_0_0,waist,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/waist_roll_M_disc_spring_0_0.step,,"SCHNORR 002200, three nested in each of two opposed groups; nominal 1656 N at catalog test height"
waist_roll_M_disc_spring_0_1,waist,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/waist_roll_M_disc_spring_0_1.step,,"SCHNORR 002200, three nested in each of two opposed groups; nominal 1656 N at catalog test height"
waist_roll_M_disc_spring_0_2,waist,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/waist_roll_M_disc_spring_0_2.step,,"SCHNORR 002200, three nested in each of two opposed groups; nominal 1656 N at catalog test height"
waist_roll_M_disc_spring_1_0,waist,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/waist_roll_M_disc_spring_1_0.step,,"SCHNORR 002200, three nested in each of two opposed groups; nominal 1656 N at catalog test height"
waist_roll_M_disc_spring_1_1,waist,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/waist_roll_M_disc_spring_1_1.step,,"SCHNORR 002200, three nested in each of two opposed groups; nominal 1656 N at catalog test height"
waist_roll_M_disc_spring_1_2,waist,采购碟簧,spring,1,SCHNORR 002200,,,,0.688 x 12.0 x 12.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/waist_roll_M_disc_spring_1_2.step,,"SCHNORR 002200, three nested in each of two opposed groups; nominal 1656 N at catalog test height"
waist_roll_M_D_stop_cap,waist,加工金属,aluminum,1,,,,,3.0 x 12.4 x 13.6,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_roll_M_D_stop_cap.step,,Metal shoulder fixes nominal spring height; actual preload requires selected shims and a physical torque test
waist_roll_M_M3x8_button_retainer,waist,采购紧固件,titanium,1,SSB-M3-8-TI5,M3,8,button_head,5.7 x 5.7 x 9.65,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_roll_M_M3x8_button_retainer.step,,Accu SSB-M3-8-TI5 nominal head envelope; thread and bearing stress unqualified
waist_roll_M_keyed_magnet_cup,waist,加工金属,aluminum,1,,,,,7.55 x 16.4 x 16.4,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_roll_M_keyed_magnet_cup.step,,External D key transmits angle; 0.05 mm nominal fit and two radial brass retainers
waist_roll_M_cup_M2x4_0,waist,采购紧固件,brass,1,,M2,4,screw_head_to_drawing,2.0 x 2.0 x 4.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_roll_M_cup_M2x4_0.step,,Thread envelope; slotted brass M2x4
waist_roll_M_cup_M2x4_1,waist,采购紧固件,brass,1,,M2,4,screw_head_to_drawing,2.0 x 2.0 x 4.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_roll_M_cup_M2x4_1.step,,Thread envelope; slotted brass M2x4
waist_roll_M_diametric_magnet_6x2p5,waist,采购标准件,magnet,1,AS5000-MD6H-2,,,,2.5 x 6.0 x 6.0,AS5000-MD6H-2 候选，Ø6×2.5 径向充磁，逐件核对磁场,parts/waist_roll_M_diametric_magnet_6x2p5.step,,Diametric magnet; magnetic field and interference require bench qualification
waist_roll_M_magnet_keeper,waist,打印,frame,1,,,,,2.7 x 19.2 x 19.2,PLA 候选，按随件 STL 和切片复核要求,parts/waist_roll_M_magnet_keeper.step,print_candidates/waist_roll_M_magnet_keeper.stl,"1.2 mm radial wall, 0.20 mm nominal radial fit allowance, 0.8 mm face; mechanical retention outside sensor air gap"
waist_roll_M_keeper_M2x3_0,waist,采购紧固件,brass,1,,M2,3,screw_head_to_drawing,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_roll_M_keeper_M2x3_0.step,,Slotted brass M2x3 thread envelope
waist_roll_M_keeper_M2x3_1,waist,采购紧固件,brass,1,,M2,3,screw_head_to_drawing,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_roll_M_keeper_M2x3_1.step,,Slotted brass M2x3 thread envelope
waist_roll_M_D_output_cleat,waist,加工金属,aluminum_7075,1,,,,,4.95 x 19.0 x 33.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_roll_M_D_output_cleat.step,,"Two M3 attachment bores; drive on D-flat, axial retention by radial M2 into shaft; enlarged D8 output bore matches strengthened high-load shaft"
waist_roll_M_output_M2x6,waist,采购紧固件,brass,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_roll_M_output_M2x6.step,,Nominal M2x6 radial retainer; install before connecting distal segment
waist_roll_M_board_post_0,waist.pitch_frame,加工金属,brass,1,,,,,3.5 x 4.041 x 18.721,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_roll_M_board_post_0.step,,Custom AF3.5 male/female M2 spacer; 2.5 mm nominal engagement in metal eye
waist_roll_M_PCB_edge_saddle_0,waist.pitch_frame,打印,frame,1,,,,,2.0 x 4.0 x 15.4,PLA 候选，按随件 STL 和切片复核要求,parts/waist_roll_M_PCB_edge_saddle_0.step,print_candidates/waist_roll_M_PCB_edge_saddle_0.stl,
waist_roll_M_PCB_edge_cap_0,waist.pitch_frame,加工塑料,nylon,1,,,,,0.8 x 4.0 x 15.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/waist_roll_M_PCB_edge_cap_0.step,,
waist_roll_M_PCB_M2x6_0,waist.pitch_frame,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_roll_M_PCB_M2x6_0.step,,
waist_roll_M_board_post_1,waist.pitch_frame,加工金属,brass,1,,,,,3.5 x 4.041 x 18.721,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/waist_roll_M_board_post_1.step,,Custom AF3.5 male/female M2 spacer; 2.5 mm nominal engagement in metal eye
waist_roll_M_PCB_edge_saddle_1,waist.pitch_frame,打印,frame,1,,,,,2.0 x 4.0 x 15.4,PLA 候选，按随件 STL 和切片复核要求,parts/waist_roll_M_PCB_edge_saddle_1.step,print_candidates/waist_roll_M_PCB_edge_saddle_1.stl,
waist_roll_M_PCB_edge_cap_1,waist.pitch_frame,加工塑料,nylon,1,,,,,0.8 x 4.0 x 15.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/waist_roll_M_PCB_edge_cap_1.step,,
waist_roll_M_PCB_M2x6_1,waist.pitch_frame,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_roll_M_PCB_M2x6_1.step,,
waist_roll_M_pcb_AS5048A,waist.pitch_frame,PCBA内含,pcb_component,1,,,,,1.0 x 5.0 x 6.4,按电子板成套，不按机械实体重复采购,parts/waist_roll_M_pcb_AS5048A.step,,actual_KiCad_STEP
waist_roll_M_pcb_C1,waist.pitch_frame,PCBA内含,pcb_component,1,,,,,0.8 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/waist_roll_M_pcb_C1.step,,actual_KiCad_STEP
waist_roll_M_pcb_C2,waist.pitch_frame,PCBA内含,pcb_component,1,,,,,1.05 x 1.45 x 2.3,按电子板成套，不按机械实体重复采购,parts/waist_roll_M_pcb_C2.step,,"Murata GRM219R61E106KA12D 10 uF 25 V X5R, max .95 mm body + .10 mm solder seating allocation"
waist_roll_M_pcb_R1,waist.pitch_frame,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/waist_roll_M_pcb_R1.step,,actual_KiCad_STEP
waist_roll_M_pcb_R2,waist.pitch_frame,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/waist_roll_M_pcb_R2.step,,actual_KiCad_STEP
waist_roll_M_pcb_board,waist.pitch_frame,PCBA内含,pcb,1,,,,,0.91 x 10.0 x 12.0,按电子板成套，不按机械实体重复采购,parts/waist_roll_M_pcb_board.step,,actual_KiCad_STEP
waist_roll_M_pcb_J1_dimension_envelope,waist.pitch_frame,PCBA内含,pcb_component,1,,,,,3.3 x 9.4 x 9.6,按电子板成套，不按机械实体重复采购,parts/waist_roll_M_pcb_J1_dimension_envelope.step,,"JST SM06B-SRSS-TB side-entry SH6, conservative 9.4 x9.6 x3.3 mm mated plug allocation; cable bend remains a separate harness requirement"
waist_pitch_M_rotor_mount_M3x12_0,waist.pitch_frame,采购紧固件,metal,1,,M3,12,screw_head_to_drawing,5.5 x 5.5 x 15.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_pitch_M_rotor_mount_M3x12_0.step,,M3x12 socket screw; unmodelled helical thread
waist_pitch_M_rotor_mount_nut_M3_0,waist.pitch_frame,采购紧固件,metal,1,,M3,,hex_nut,2.4 x 5.5 x 6.351,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_pitch_M_rotor_mount_nut_M3_0.step,,M3 nut envelope; removable thread locking method pending
waist_pitch_M_rotor_mount_M3x12_1,waist.pitch_frame,采购紧固件,metal,1,,M3,12,screw_head_to_drawing,5.5 x 5.5 x 15.0,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_pitch_M_rotor_mount_M3x12_1.step,,M3x12 socket screw; unmodelled helical thread
waist_pitch_M_rotor_mount_nut_M3_1,waist.pitch_frame,采购紧固件,metal,1,,M3,,hex_nut,2.4 x 5.5 x 6.351,按螺纹、长度、材料和实际头部包络一起核对,parts/waist_pitch_M_rotor_mount_nut_M3_1.step,,M3 nut envelope; removable thread locking method pending
